question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to fix Wemo Mini Smart Plug if rules are not executing correctly?""",0.0,0.7911913394927979,1.2639167671377087,5.5,294,53,0.0,-21,0.0,-21.0,0.0,0.0,2.727783441543579,1.099794050476255,6.25,2069,385,0.0,0,0.0,-23.0,0.0
"""How to fix Wemo Mini Smart Plug that wont work after firmware update?""",0.0,0.6741769313812256,1.4832901475183589,5.6,193,41,0.0,-14,0.0,-14.0,0.0,0.0,2.5145623683929443,1.5907340578536984,6.050000000000001,1859,353,0.0,-8,0.0,-8.0,0.0
"""What if Wemo Mini Smart Plug turns off shortly after being turned on?""",0.0,0.5860261917114258,1.7064083724339034,5.6,200,40,0.0,-25,0.0,-25.0,0.0,0.0,1.992779016494751,2.0072471492764783,6.0,1414,270,0.0,0,0.0,0.0,0.0
"""How to reset Amazon Smart Plug to factory settings?""",0.0,0.6373217105865479,0.0,5.45,225,39,0.0,-11,0.0,-11.0,0.0,0.0,1.1161046028137207,0.8959733679782986,6.1,798,150,0.0,-11,0.0,-11.0,0.0
"""How to schedule Amazon Smart Plug to turn on/off automatically?""",0.0,0.5773935317993164,1.7319210294678204,5.6,159,29,0.0,0,0.0,0.0,0.0,0.0,2.3406364917755127,1.708936869973208,6.0,1563,332,0.0,-11,0.0,-11.0,0.0
"""How to fix Amazon Smart Plug if its not turning on manually?""",0.0,0.5959732532501221,1.6779276495138342,5.65,189,32,0.0,-24,0.0,-24.0,0.0,0.0,2.311943531036377,1.2976095478651977,5.9,1663,330,0.0,0,0.0,0.0,0.0
"""Why does Amazon Smart Plug have a delayed response to Alexa commands?""",0.0,0.5796377658843994,1.725215399782157,5.75,230,37,0.0,-21,0.0,-21.0,0.0,0.0,2.576032876968384,1.5527752132990373,5.9,2061,352,0.0,-21,0.0,-21.0,0.0
"""How to fix Amazon Smart Plug not appearing in Alexa routines?""",0.0,0.9942150115966797,1.0058186492235341,5.8,434,84,0.0,-1,0.0,-1.0,0.0,0.0,3.0137853622436523,1.3272345304053312,6.05,2243,421,0.0,-13,0.0,-13.0,0.0
"""Why does Amazon Smart Plug lose connection during peak hours?""",0.0,0.5683152675628662,0.0,5.449999999999999,209,33,0.0,-18,0.0,-18.0,0.0,0.0,3.5983805656433105,1.1116111614739126,6.0,2928,505,0.0,-22,0.0,-22.0,0.0
"""How to fix Amazon Smart Plug that only works intermittently?""",0.0,0.8982682228088379,2.2265064590006265,5.8,411,77,0.0,0,0.0,-28.0,0.0,0.0,2.57352352142334,1.1657169538286958,5.95,1958,366,0.0,-21,0.0,-21.0,0.0
"""What if Amazon Smart Plug is blinking rapidly in white?""",0.0,0.5970046520233154,0.0,5.75,194,38,0.25,0,1.0,0.0,0.0,0.0,2.3388288021087646,1.7102577137725445,6.1,1872,338,-0.6875,-6,-1.0,-6.0,0.0
"""Why does Amazon Smart Plug take a long time to respond to commands?""",0.0,0.7768795490264893,1.2872008295908863,5.75,378,64,0.0,-21,0.0,-21.0,0.0,0.0,2.189195156097412,0.9135777568426099,6.0,1780,306,0.0,0,0.0,0.0,0.0
"""Why does August Smart Lock keep disconnecting from Wi-Fi?""",0.0,0.5877869129180908,1.7012968101610058,5.6,216,41,0.0,-7,0.0,-7.0,0.0,0.0,2.1576919555664062,1.3903745584528842,5.95,1647,306,0.0,-17,0.0,-17.0,0.0
"""How to use August Smart Lock with Apple HomeKit?""",0.0,0.5931167602539062,0.0,5.6,232,42,0.0,0,0.0,-26.0,0.0,0.0,2.162559986114502,1.3872447558739172,6.05,1628,315,0.0,-3,0.0,-3.0,0.0
"""Why does August Smart Lock show offline in the app?""",0.0,0.5359749794006348,1.8657587358279364,5.65,161,29,0.0,-20,0.0,-20.0,0.0,0.0,2.1377804279327393,1.403324663657143,5.95,1649,298,0.0,0,0.0,0.0,0.0
"""What if August Smart Lock wont lock after door is closed?""",0.0,0.6423473358154297,0.0,5.4,255,47,0.0,-21,0.0,-21.0,0.0,0.0,2.0157840251922607,1.4882546753551933,6.15,1540,285,0.0,-19,0.0,-19.0,0.0
"""How to enable notifications for August Smart Lock?""",0.0,0.6107521057128906,1.6373255051357647,5.449999999999999,215,38,0.0,-21,0.0,-21.0,0.0,0.0,2.1098973751068115,0.9479134026113155,6.15,1607,306,0.0,0,0.0,-23.0,0.0
"""How to remove a user from August Smart Lock access?""",0.0,0.5016577243804932,1.9933910142298912,5.25,153,27,0.0,-10,0.0,-10.0,0.0,0.0,1.245060920715332,0.8031735502745959,5.95,897,173,0.0,0,0.0,-23.0,0.0
"""Why does August Smart Lock take longer to respond to commands?""",0.0,0.5705165863037109,0.0,5.7,206,37,0.0,-21,0.0,-21.0,0.0,0.0,2.1351373195648193,1.8734158048509915,5.85,1776,306,0.0,0,0.0,0.0,0.0
"""What if August Smart Lock doesnt lock when using HomeKit automation?""",0.0,0.8958563804626465,1.1162503519654605,5.7,500,81,0.0,-19,0.0,-19.0,0.0,0.0,2.8503708839416504,1.4033261504792294,6.0,2262,410,0.0,-13,0.0,-13.0,0.0
"""How to reset Yale Assure Lock to factory settings?""",0.0,0.6399269104003906,1.562678461784657,5.7,266,46,0.0,-13,0.0,-13.0,0.0,0.0,1.556112289428711,1.2852542927575457,5.95,1132,215,0.0,-11,0.0,-11.0,0.0
"""How to fix Yale Assure Lock that wont unlock remotely?""",0.0,0.6769049167633057,0.0,5.55,271,51,0.0,-23,0.0,-23.0,0.0,0.0,2.655824661254883,1.5061235247776548,6.2,1961,392,0.0,-21,0.0,-21.0,0.0
"""Why does Yale Assure Lock drain batteries quickly?""",0.0,0.5962650775909424,0.0,5.6,218,41,0.0,-17,0.0,-17.0,0.0,0.0,1.9459364414215088,1.0277827977450171,5.9,1499,273,0.0,-21,0.0,-21.0,0.0
"""How to connect Yale Assure Lock to a new Wi-Fi network?""",0.0,0.6138427257537842,1.6290817794918306,5.4,214,44,0.0,0,0.0,0.0,0.0,0.0,2.83855938911438,1.409165513795327,6.2,1978,415,0.0,-5,0.0,-5.0,0.0
"""How to enable auto-unlock for Yale Assure Lock?""",0.0,0.592613697052002,1.6874399038977705,5.6,230,45,0.0,-6,0.0,-6.0,0.0,0.0,1.825383186340332,1.6434905407535025,6.1,1324,274,0.0,-19,0.0,-19.0,0.0
"""How to fix Yale Assure Lock if the LED indicator doesnt light up?""",0.0,0.7035391330718994,1.4213850417041918,5.5,302,53,0.0,-21,0.0,-21.0,0.0,0.0,2.7612669467926025,1.810762992621805,6.25,2167,393,0.0,0,0.0,0.0,0.0
"""How to fix Schlage Sense that wont connect to Bluetooth?""",0.0,0.5636935234069824,0.0,5.449999999999999,195,37,0.0,-15,0.0,-15.0,0.0,0.0,2.294358968734741,1.7434063520608438,6.25,1786,330,0.0,-21,0.0,-21.0,0.0
"""What if Schlage Sense is not responding to app commands?""",0.0,0.68206787109375,1.4661297539136553,5.5,258,48,0.0,-16,0.0,-16.0,0.0,0.0,2.1333165168762207,1.4062610851543789,6.2,1699,303,0.0,-7,0.0,-7.0,0.0
"""Why is Schlage Sense blinking red?""",0.0,0.5367331504821777,0.0,5.2,121,20,0.0,-26,0.0,-26.0,0.0,0.0,2.4458260536193848,1.2265794599581807,6.0,1808,338,0.0,-9,0.0,-9.0,0.0
"""How to fix Schlage Sense that wont unlock remotely?""",0.0,0.7577533721923828,1.3196905968317028,5.6,281,55,0.0,-11,0.0,-11.0,0.0,0.0,2.242150068283081,0.4460004770175072,6.1,1699,324,0.0,-18,0.0,-18.0,0.0
"""What if Schlage Sense disconnects frequently from the Wi-Fi bridge?""",0.0,0.5306472778320312,0.0,5.3,168,32,0.0,-17,0.0,-17.0,0.0,0.0,2.3189637660980225,1.2936812743069233,6.1,1851,331,0.0,-13,0.0,-13.0,0.0
"""What if Schlage Sense wont lock after door is closed?""",0.0,0.701143741607666,2.852482139273986,5.5,281,51,0.0,0,0.0,0.0,0.0,0.0,2.4720213413238525,1.2135817558897857,6.2,1965,348,0.0,-21,0.0,-21.0,0.0
"""How to fix Schlage Sense if it wont connect to the Wi-Fi bridge?""",0.0,0.944796085357666,1.0584294489570927,5.65,451,92,0.0,-17,0.0,-17.0,0.0,0.0,1.9132845401763916,1.5679842370570536,5.9,1369,272,0.0,0,0.0,-23.0,0.0
"""Why does Schlage Sense not follow the set schedule?""",0.0,0.606752872467041,1.648117455029029,5.3,172,31,0.0,-21,0.0,-21.0,0.0,0.0,1.9069452285766602,1.0487978207381323,6.1,1544,262,0.0,0,0.0,-23.0,0.0
"""What if Schlage Sense doesnt lock when using HomeKit automation?""",0.0,0.615659236907959,0.0,5.699999999999999,208,38,0.0,-20,0.0,-20.0,0.0,0.0,2.449958562850952,0.816340337475273,5.95,1872,348,0.0,-21,0.0,-21.0,0.0
"""How to fix Arlo Pro camera that wont sync with the base station?""",0.0,0.7243552207946777,1.3805381272807695,5.75,343,60,0.0,-21,0.0,-21.0,0.0,0.0,2.406611204147339,1.6620881649294543,5.9,1816,347,0.0,0,0.0,0.0,0.0
"""How to fix Arlo Pro camera that wont charge?""",0.0,0.6471207141876221,1.5453067381013503,5.5,263,45,0.0,-6,0.0,-6.0,0.0,0.0,2.2147538661956787,1.8060697674142836,6.0,1727,322,0.0,-4,0.0,-4.0,0.0
"""Why does Arlo Pro take longer to respond to commands?""",0.0,0.640188455581665,0.0,5.699999999999999,246,42,0.0,-9,0.0,-9.0,0.0,0.0,2.155606269836426,0.9278132226590664,5.95,1759,301,0.0,-8,0.0,-8.0,0.0
"""What if Arlo Pro doesnt record video when motion is detected?""",0.0,0.8330841064453125,1.2003589940828323,6.05,394,70,0.0,-21,0.0,-21.0,0.0,0.0,2.281266689300537,1.753411829822962,5.95,1886,334,0.0,-21,0.0,-21.0,0.0
"""How to fix Nest Cam that wont connect to Wi-Fi?""",0.0,0.8060204982757568,1.24066323640793,5.65,272,60,0.0,-7,0.0,-7.0,0.0,0.0,1.8360021114349365,1.0893233659943415,5.9,1415,262,0.0,-14,0.0,-14.0,0.0
"""Why does Nest Cam have delayed notifications?""",0.0,0.5849263668060303,1.709616896674358,5.65,195,31,0.0,-19,0.0,-19.0,0.0,0.0,1.498880386352539,0.6671646444267294,6.0,1203,205,0.0,0,0.0,-23.0,0.0
"""How to fix Nest Cam that stops recording clips?""",0.0,0.6450459957122803,1.5502770448095857,5.5,240,40,0.0,-20,0.0,-20.0,0.0,0.0,1.884859561920166,1.0610870116820361,6.15,1426,259,0.0,-21,0.0,-21.0,0.0
"""What if Nest Cam keeps disconnecting from Wi-Fi?""",0.0,0.5466666221618652,0.0,5.550000000000001,185,29,0.0,-9,0.0,-9.0,0.0,0.0,2.3003714084625244,1.3041372314765436,5.95,1686,332,0.0,-21,0.0,-21.0,0.0
"""Why does Nest Cam have poor video quality?""",0.0,0.6529240608215332,0.0,5.75,237,43,0.0,-11,0.0,-11.0,0.0,0.0,1.8673951625823975,0.5355052963809775,5.9,1498,263,0.0,-2,0.0,-2.0,0.0
"""How to fix Ring Stick Up Cam that stops recording events?""",0.0,0.667248010635376,1.4986931156930043,5.75,238,43,0.0,-4,0.0,-4.0,0.0,0.0,2.419987916946411,1.23967561118528,6.0,1861,341,0.0,0,0.0,0.0,0.0
"""How to fix Ring Stick Up Cam if night vision is not working?""",0.0,0.6660494804382324,1.5013899558049844,5.75,247,44,0.0,-5,0.0,-5.0,0.0,0.0,2.469944715499878,1.2146020844814582,5.9,1938,356,0.0,0,0.0,-23.0,0.0
"""How to fix Ring Stick Up Cam that wont charge?""",0.0,0.6726915836334229,2.9731307015857853,5.75,261,45,0.0,-27,0.0,-27.0,0.0,0.0,1.795365571975708,1.6709688805587573,6.050000000000001,1384,253,0.0,-21,0.0,-21.0,0.0
"""What if Ring Stick Up Cam fails to detect people or animals?""",0.0,0.5409853458404541,1.8484789055524764,5.65,206,31,0.0,0,0.0,0.0,0.0,0.0,2.000485420227051,1.4996360231695607,5.95,1505,282,0.0,-18,0.0,-18.0,0.0
"""How to integrate Ring Stick Up Cam with Google Home?""",0.0,0.6009812355041504,1.663945462723494,5.4,246,43,0.0,-21,0.0,-21.0,0.0,0.0,2.098740339279175,1.4294288549441008,6.050000000000001,1513,300,0.0,-21,0.0,-21.0,0.0
"""How to remove a user from Ring Stick Up Cam access?""",0.0,0.5154297351837158,3.8802573143933565,5.3,151,27,0.0,-9,0.0,-9.0,0.0,0.0,1.6290748119354248,1.2276907023225778,5.95,1009,226,0.0,0,0.0,0.0,0.0
"""How to fix Ring Video Doorbell that wont charge?""",0.0,0.6666853427886963,1.499957979901228,5.9,265,46,0.0,-1,0.0,-1.0,0.0,0.0,2.094987392425537,1.4319895245405934,6.0,1618,298,0.0,0,0.0,0.0,0.0
"""What if Ring Video Doorbell fails to detect people or animals?""",0.0,0.6911177635192871,1.4469314099335595,5.550000000000001,294,47,0.0,-20,0.0,-20.0,0.0,0.0,2.2090978622436523,1.8106938892865785,5.949999999999999,1800,314,0.0,-8,0.0,-8.0,0.0
"""Why does Ring Video Doorbell take longer to respond to commands?""",0.0,0.6575336456298828,0.0,5.699999999999999,252,40,0.0,-16,0.0,-16.0,0.0,0.0,1.943225622177124,1.0292165650637577,6.0,1528,271,0.0,-13,0.0,-13.0,0.0
"""How to change Wi-Fi network for Nest Hello?""",0.0,0.6486663818359375,1.5416245207152657,5.4,211,45,0.0,-21,0.0,-21.0,0.0,0.0,2.45699405670166,1.2210041745177311,6.2,1693,356,0.0,-20,0.0,-20.0,0.0
"""Why does Nest Hello have delayed notifications?""",0.0,0.618297815322876,1.6173435765389372,5.4,213,34,0.0,-11,0.0,-11.0,0.0,0.0,2.183298349380493,1.3740678184692756,6.25,1823,297,0.0,-16,0.0,-16.0,0.0
"""How to add Nest Hello to Google Home?""",0.0,1.2631235122680664,0.7916882159895284,5.8,587,130,0.0,-26,0.0,-26.0,0.0,0.0,1.5961110591888428,1.8795684565475084,6.1,1084,223,0.0,-19,0.0,-19.0,0.0
"""How to enable motion detection notifications for Nest Hello?""",0.0,0.5895535945892334,0.0,5.35,244,38,0.0,-21,0.0,-21.0,0.0,0.0,2.559119701385498,1.172278107340502,6.2,1848,376,0.0,0,0.0,-23.0,0.0
"""How to fix Nest Hello that wont sync with the app?""",0.0,0.6546261310577393,0.0,5.4,238,47,0.0,-8,0.0,-8.0,0.0,0.0,2.2454593181610107,1.3360295489374787,6.25,1739,315,0.0,-7,0.0,-7.0,0.0
"""How to fix Nest Hello if the motion sensor is not working?""",0.0,0.6243369579315186,0.0,5.45,258,45,0.0,-8,0.0,-8.0,0.0,0.0,2.686832904815674,1.488741630650999,6.2,1980,374,0.0,-11,0.0,-11.0,0.0
"""Why does Nest Hello take longer to respond to commands?""",0.0,0.6717979907989502,0.0,5.6,288,45,0.0,-4,0.0,-4.0,0.0,0.0,1.757094144821167,1.1382429370065066,6.0,1386,244,0.0,0,0.0,0.0,0.0
"""How to fix Nest Hello if it fails to send motion alerts?""",0.0,0.5649864673614502,1.7699538976050577,5.5,191,38,0.0,-18,0.0,-18.0,0.0,0.0,2.727125406265259,1.1000594226829308,6.0,1993,382,0.0,0,0.0,-23.0,0.0
"""How to disable specific motion zones for Nest Hello?""",0.0,0.6367149353027344,0.0,5.45,249,45,0.0,-16,0.0,-16.0,0.0,0.0,1.3304879665374756,1.5032078833475473,6.35,869,187,0.0,-16,0.0,-16.0,0.0
"""Why is Eufy Video Doorbell battery draining quickly?""",0.0,0.6417930126190186,0.0,5.65,232,42,0.0,0,0.0,0.0,0.0,0.0,2.630206823348999,1.5207929522845587,5.95,2018,366,0.0,0,0.0,0.0,0.0
"""How to change Wi-Fi network for Eufy Video Doorbell?""",0.0,0.8874173164367676,1.1268655473359666,5.75,342,79,0.0,-27,0.0,-27.0,0.0,0.0,2.4012181758880615,1.2493658552666087,5.95,1760,355,0.0,-21,0.0,-21.0,0.0
"""Why does Eufy Video Doorbell have delayed notifications?""",0.0,0.5802667140960693,1.723345447372206,5.65,181,28,0.0,-23,0.0,-23.0,0.0,0.0,2.7513527870178223,1.4538302826429632,5.95,2135,390,0.0,0,0.0,0.0,0.0
"""How to fix Eufy Video Doorbell that wont sync with the app?""",0.0,1.175614356994629,0.8506190776331759,5.75,552,118,0.0,-20,0.0,-20.0,0.0,0.0,2.496528387069702,0.8011124609504958,6.25,1826,360,0.0,0,0.0,-24.0,0.0
"""How to fix Eufy Video Doorbell if the motion sensor is not working?""",0.0,0.5746710300445557,1.7401259985637352,5.4,187,33,0.0,-21,0.0,-21.0,0.0,0.0,3.722097396850586,1.3433286308500538,6.0,2872,545,0.0,-18,0.0,-18.0,0.0
"""How to fix Eufy Video Doorbell that has audio delay issues?""",0.0,0.7037992477416992,1.4208597170397939,6.1,274,51,0.0,-4,0.0,-4.0,0.0,0.0,1.9302153587341309,1.0361538109989232,5.85,1419,276,0.0,-16,0.0,-16.0,0.0
"""How to add family profiles to Samsung Family Hub Refrigerator?""",0.0,0.5740926265716553,1.7418791911223368,5.699999999999999,210,39,0.0,-26,0.0,-26.0,0.0,0.0,1.6824915409088135,1.188713257316411,6.0,1273,243,0.0,-5,0.0,-5.0,0.0
"""Why is Samsung Family Hub Refrigerators water dispenser leaking?""",0.0,0.8700358867645264,1.1493778764927898,5.75,497,75,0.0,0,0.0,0.0,0.0,0.0,2.2197885513305664,0.9009867173169267,6.0,1640,296,0.0,0,0.0,-23.0,0.0
"""How to reset LG ThinQ Washer/Dryer to factory settings?""",0.0,0.671104907989502,1.4900799980660153,5.6,231,43,0.0,0,0.0,0.0,0.0,0.0,2.209357500076294,0.9052405506710057,5.95,1375,312,0.0,-23,0.0,-23.0,0.0
"""How to update firmware on LG ThinQ Washer/Dryer?""",0.0,0.8590216636657715,1.164114995344484,5.75,318,73,0.0,0,0.0,0.0,0.0,0.0,1.8306884765625,1.6387277455495601,5.95,1266,254,0.0,-23,0.0,-23.0,0.0
"""How to connect LG ThinQ Washer/Dryer to Google Assistant?""",0.0,0.6770331859588623,2.9540649431669914,5.6,235,48,0.0,0,0.0,-25.0,0.0,0.0,1.8792705535888672,1.5963640755570805,6.0,1266,262,0.0,-19,0.0,-19.0,0.0
"""How to add family members to control LG ThinQ Washer/Dryer?""",0.0,0.5956063270568848,1.678961345060435,5.4,189,36,0.0,-15,0.0,-15.0,0.0,0.0,1.9723501205444336,1.5210281221125257,6.05,1287,277,0.0,-21,0.0,-21.0,0.0
"""How to reset Apple Watch to factory settings?""",0.0,0.5156176090240479,1.939421739090473,5.6,165,25,0.0,0,0.0,0.0,0.0,0.0,1.3864593505859375,0.7212616796709376,5.95,911,196,0.0,-22,0.0,-22.0,0.0
"""How to update the Apple Watch firmware?""",0.0,0.6716034412384033,1.4889739072139658,5.5,247,47,0.0,-4,0.0,-4.0,0.0,0.0,1.7591478824615479,1.705371123092187,6.45,1313,247,0.0,-3,0.0,-3.0,0.0
"""What if the Apple Watch screen is unresponsive?""",0.0,0.6256520748138428,0.0,5.25,223,36,0.0,-11,0.0,-11.0,0.0,0.0,1.576502799987793,0.6343153973509172,5.85,1218,220,0.0,-4,0.0,-4.0,0.0
"""How to enable Fall Detection on Apple Watch?""",0.0,0.5517199039459229,1.8125139094077456,5.6,160,30,0.0,-20,0.0,-20.0,0.0,0.0,1.91788911819458,1.0428131538092977,5.9,1341,261,0.0,0,0.0,-23.0,0.0
"""How to fix Apple Watch that wont turn on?""",0.0,0.7192542552947998,0.0,5.7,283,51,0.0,-20,0.0,-20.0,0.0,0.0,2.0465292930603027,0.48863214584462183,6.0,1560,289,0.25,-2,0.0,-2.0,0.0
"""How to enable always-on display on Apple Watch?""",0.0,0.7472472190856934,1.3382451944424754,5.699999999999999,276,60,0.0,-3,0.0,-3.0,0.0,0.0,1.3079261779785156,2.2937074358718914,6.1,877,178,0.0,-20,0.0,-20.0,0.0
"""How to use Siri on Apple Watch?""",0.0,0.604891300201416,1.6531895890486634,5.7,204,38,0.0,-9,0.0,-9.0,0.0,0.0,1.6743340492248535,1.1945047650001142,5.9,1210,234,0.0,-12,0.0,-12.0,0.0
"""How to enable sleep tracking on Apple Watch?""",0.0,0.5612530708312988,1.7817274451932041,5.75,186,35,0.0,-1,0.0,-1.0,0.0,0.0,1.4839210510253906,1.347780596965736,5.95,976,206,0.0,-16,0.0,-16.0,0.0
"""How to fix Samsung Galaxy Watch that wont connect to a phone?""",0.0,0.6353321075439453,1.5739799517866213,5.35,189,33,0.0,-10,0.0,-10.0,0.0,0.0,2.289008140563965,1.7474817713030923,5.9,1764,326,0.0,0,0.0,0.0,0.0
"""What if the Samsung Galaxy Watch screen is unresponsive?""",0.0,0.6221184730529785,0.0,5.35,222,37,0.0,-21,0.0,-21.0,0.0,0.0,1.9370884895324707,1.5487160324439309,5.95,1584,271,0.0,-22,0.0,-22.0,0.0
"""How to fix Samsung Galaxy Watch that wont charge?""",0.0,0.6320221424102783,1.5822230471000471,5.65,265,42,0.0,-10,0.0,-10.0,0.0,0.0,1.8108935356140137,1.6566407361901232,5.95,1400,256,0.25,-4,0.0,-4.0,0.0
"""How to share activity data with friends on Samsung Galaxy Watch?""",0.0,0.5419478416442871,0.0,5.65,219,36,0.0,-12,0.0,-12.0,0.0,0.0,2.5205256938934326,0.7934852657310711,5.95,1991,368,0.0,0,0.0,-23.0,0.0
"""How to reset Fitbit Versa to factory settings?""",0.0,0.7821791172027588,1.2784795426118616,5.75,286,62,0.0,-20,0.0,-20.0,0.0,0.0,1.8303399085998535,1.092693215398966,6.0,1166,256,0.25,0,1.0,-23.0,0.0
"""How to share activity data with friends on Fitbit Versa?""",0.0,0.7803707122802734,1.281442248235962,5.75,281,59,0.0,0,0.0,-26.0,0.0,0.0,1.9076924324035645,1.5725805423576722,6.0,1310,273,0.0,-6,0.0,-6.0,0.0
"""How to manage notifications on Fitbit Versa?""",0.0,0.7384581565856934,1.3541728682673801,5.55,264,50,0.0,0,0.0,0.0,0.0,0.0,1.6952099800109863,1.1797948475905395,6.15,1250,240,0.0,-17,0.0,-17.0,0.0
"""How to enable swim tracking on Fitbit Versa?""",0.0,0.5040194988250732,1.984050224902418,5.55,100,20,0.0,-9,0.0,-9.0,0.0,0.0,2.0336010456085205,1.4752156065611803,5.95,1419,285,0.0,0,0.0,0.0,0.0
"""What if the Fitbit Charge screen is unresponsive?""",0.0,1.1347801685333252,0.8812279485740091,5.85,658,113,0.0,-4,0.0,-4.0,0.0,0.0,2.0542640686035156,1.4603770011127235,6.0,1558,286,0.0,-21,0.0,-21.0,0.0
"""How to use Fitbit Charge to find your phone?""",0.0,0.7188222408294678,1.3911645233013472,5.75,269,49,0.0,-21,0.0,-21.0,0.0,0.0,1.4254992008209229,1.4030172720174958,5.95,986,192,0.0,-8,0.0,-8.0,0.0
"""How to set reminders to move on Fitbit Charge?""",0.0,0.8488502502441406,1.1780640928261223,5.5,295,67,0.0,-21,0.0,-21.0,0.0,0.0,1.7642841339111328,1.133604254303045,6.0,1151,242,0.0,-21,0.0,-21.0,0.0
"""How to track workouts using Xiaomi Mi Band?""",0.0,0.8343799114227295,2.3969896357986658,5.45,339,61,0.0,0,0.0,0.0,0.0,0.0,2.2355825901031494,1.3419320821706324,6.25,1608,312,0.0,0,0.0,-23.0,0.0
"""How to fix Xiaomi Mi Band that wont turn on?""",0.0,0.6338136196136475,1.577750886154041,5.35,212,41,0.0,-21,0.0,-21.0,0.0,0.0,1.7031266689300537,1.761466163809301,6.15,1323,240,0.0,-23,0.0,-23.0,0.0
"""How to enable GPS tracking on Xiaomi Mi Band?""",0.0,0.7580177783966064,1.3192302720355424,5.8,286,57,0.0,-18,0.0,-18.0,0.0,0.0,1.4010329246520996,1.427518200900502,5.95,936,180,0.0,0,0.0,0.0,0.0
"""How to update firmware on Withings Body+ Smart Scale?""",0.0,0.6848337650299072,1.4602083762009923,5.65,272,51,0.0,-5,0.0,-5.0,0.0,0.0,1.3691344261169434,2.191165412814835,5.95,896,186,0.0,0,0.0,0.0,0.0
"""How to replace batteries on Withings Body+ Smart Scale?""",0.0,0.7560338973999023,1.32269201610962,5.5,276,59,0.0,-13,0.0,-13.0,0.0,0.0,2.122285842895508,1.8847602519664775,5.95,1629,305,0.0,-23,0.0,-23.0,0.0
"""How to troubleshoot Withings Body+ Smart Scale showing inconsistent measurements?""",0.0,0.6559810638427734,1.524434248362346,5.6,280,49,0.0,-2,0.0,-2.0,0.0,0.0,2.7089569568634033,1.4765830774336373,6.0,2123,388,0.0,0,0.0,0.0,0.0
"""How to update personal information on Withings Body+ Smart Scale?""",0.0,1.0728960037231445,1.8641135702421552,5.65,589,95,0.0,-21,0.0,-21.0,0.0,0.0,1.855039358139038,1.0781442405660915,6.1,1293,259,0.0,-8,0.0,-8.0,0.0
"""How to reset Kinsa Smart Thermometer to factory settings?""",0.0,0.5722620487213135,1.7474511934460357,5.4,167,34,0.0,-7,0.0,-7.0,0.0,0.0,1.2587616443634033,2.383294735293608,5.9,827,177,0.0,-20,0.0,-20.0,0.0
"""How to fix Oura Ring showing incorrect readings?""",0.0,2.4051146507263184,1.247341784348678,5.85,1690,298,0.0,-13,0.0,-13.0,0.0,0.0,2.042227268218994,0.9793229338991263,6.25,1503,285,0.0,-21,0.0,-21.0,0.0
"""How to change temperature units on Oura Ring?""",0.0,0.5711405277252197,1.750882578732078,5.35,188,31,0.0,-20,0.0,-20.0,0.0,0.0,1.2506399154663086,1.5991813273078606,6.1,849,171,0.0,0,0.0,-23.0,0.0
"""How to view historical health data on Oura Ring?""",0.0,0.6777894496917725,1.4753844286803883,5.7,239,47,0.0,0,0.0,-25.0,0.0,0.0,2.819798707962036,1.4185409719866633,5.95,2069,411,0.0,-20,0.0,-20.0,0.0
"""How to delete data from Oura Ring?""",0.0,0.7124316692352295,0.0,5.8,263,62,0.0,-21,0.0,-21.0,0.0,0.0,2.191993474960327,1.8248229502932354,5.9,1536,316,0.0,-10,0.0,-10.0,0.0
"""How to enable bedtime reminders on Oura Ring?""",0.0,0.6192002296447754,1.6149864811464514,5.7,205,41,0.0,-21,0.0,-21.0,0.0,0.0,1.6866521835327148,0.5928904665497896,5.95,1109,237,0.0,-21,0.0,-21.0,0.0
"""How to enable readiness notifications on Oura Ring?""",0.0,0.8474240303039551,2.3600935641183547,5.800000000000001,352,72,0.0,-13,0.0,-13.0,0.0,0.0,1.0873346328735352,0.9196800780263935,5.9,868,141,0.0,-19,0.0,-19.0,0.0
"""How to reset Arlo Ultra to factory settings?""",0.0,0.6186683177947998,1.6163749964831422,5.8,188,35,0.0,-18,0.0,-18.0,0.0,0.0,1.9124367237091064,1.5686793517443627,5.95,1285,277,0.0,-20,0.0,-20.0,0.0
"""How to change video resolution on Arlo Ultra?""",0.0,0.9596388339996338,2.0841174086977254,5.800000000000001,374,91,0.0,-9,0.0,-9.0,0.0,0.0,2.0041770935058594,1.9958316123665547,6.0,1365,276,0.0,-21,0.0,-21.0,0.0
"""How to add a new user to Arlo Ultra?""",0.0,0.6054744720458984,1.65159729463092,5.65,224,44,0.0,0,0.0,-26.0,0.0,0.0,1.5349054336547852,1.3030118704048073,6.0,1082,221,0.0,-2,0.0,-2.0,0.0
