question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to fix Wemo Mini Smart Plug if rules are not executing correctly?""",0.0,0.5861935615539551,1.7059211591321608,5.4,327,70,0.0,-7,0.0,-7.0,0.0,0.0,2.4152309894561768,1.242117219054677,6.25,2859,556,0.0,-12,0.0,-12.0,0.0
"""How to fix Wemo Mini Smart Plug that wont work after firmware update?""",0.0,0.533292293548584,3.750288583192133,5.3,242,52,0.0,-17,0.0,-17.0,0.0,0.0,2.4448087215423584,1.6361198177812584,6.1,2997,570,0.0,0,0.0,0.0,0.0
"""What if Wemo Mini Smart Plug turns off shortly after being turned on?""",0.0,0.46333932876586914,2.158245454072483,5.25,198,40,0.0,-28,0.0,-28.0,0.0,0.0,2.1719601154327393,1.8416544445631633,6.0,2707,492,0.0,-21,0.0,-21.0,0.0
"""How to reset Amazon Smart Plug to factory settings?""",0.0,0.43778395652770996,0.0,5.5,158,29,0.0,-7,0.0,-7.0,0.0,0.0,1.2205185890197754,1.6386477174493315,6.0,1372,273,0.0,-6,0.0,-6.0,0.0
"""How to schedule Amazon Smart Plug to turn on/off automatically?""",0.0,0.4699056148529053,2.1280869357455177,5.25,207,38,0.0,-9,0.0,-9.0,0.0,0.0,2.201416254043579,1.817012113294518,6.25,2420,523,0.0,0,0.0,0.0,0.0
"""How to fix Amazon Smart Plug if its not turning on manually?""",0.0,0.49770665168762207,0.0,5.4,256,45,0.0,-10,0.0,-10.0,0.0,0.0,2.0075669288635254,1.9924615924333324,5.9,2388,456,0.0,0,0.0,0.0,0.0
"""Why does Amazon Smart Plug have a delayed response to Alexa commands?""",0.0,0.5510687828063965,0.0,5.6,316,51,0.0,0,0.0,-28.0,0.0,0.0,1.6896586418151855,2.367342077866539,6.0,2208,385,0.0,-14,0.0,-14.0,0.0
"""How to fix Amazon Smart Plug not appearing in Alexa routines?""",0.0,0.4838838577270508,0.0,5.6,198,42,0.0,-3,0.0,-3.0,0.0,0.0,2.6580862998962402,1.1286315271694602,5.95,3106,622,0.0,0,0.0,-23.0,0.0
"""Why does Amazon Smart Plug lose connection during peak hours?""",0.0,0.43799686431884766,4.566242735799487,5.7,207,33,0.0,-21,0.0,-21.0,0.0,0.0,2.08699369430542,1.4374743959150076,5.95,2704,490,0.0,-21,0.0,-21.0,0.0
"""How to fix Amazon Smart Plug that only works intermittently?""",0.0,0.8294887542724609,1.2055618534322698,4.85,639,123,0.0,-21,0.0,-21.0,0.0,0.0,2.182314872741699,1.8329160699778444,6.2,2776,509,0.0,-21,0.0,-21.0,0.0
"""What if Amazon Smart Plug is blinking rapidly in white?""",0.0,0.5412828922271729,1.8474627858354649,5.35,284,63,0.0,0,0.0,-28.0,0.0,0.0,1.9329781532287598,2.0693456846982436,6.05,2377,443,0.0,-15,0.0,-15.0,0.0
"""Why does Amazon Smart Plug take a long time to respond to commands?""",0.0,0.5228774547576904,1.912494009638465,5.65,306,50,0.0,0,0.0,-27.0,0.0,0.0,2.1050596237182617,1.4251377805148513,5.95,2697,491,0.0,-19,0.0,-19.0,0.0
"""Why does August Smart Lock keep disconnecting from Wi-Fi?""",0.0,0.47287464141845703,2.1147253678045486,5.6,217,41,0.0,-8,0.0,-8.0,0.0,0.0,1.8853421211242676,1.591223134721576,6.0,2313,453,0.0,0,0.0,0.0,0.0
"""How to use August Smart Lock with Apple HomeKit?""",0.0,0.5207815170288086,1.920191034628774,5.45,254,54,0.0,-28,0.0,-28.0,0.0,0.0,2.623922109603882,2.286653242502424,6.25,3065,626,0.0,-13,0.0,-13.0,0.0
"""Why does August Smart Lock show offline in the app?""",0.0,0.5005862712860107,1.9976576613473476,5.300000000000001,252,45,0.0,-14,0.0,-14.0,0.0,0.0,1.9943726062774658,2.005643272179711,6.15,2465,472,0.0,0,0.0,0.0,0.0
"""What if August Smart Lock wont lock after door is closed?""",0.0,0.5269746780395508,1.897624386278458,5.25,305,59,0.0,-2,0.0,-2.0,0.0,0.0,1.8625431060791016,1.610700976642747,5.95,2223,429,0.0,-21,0.0,-21.0,0.0
"""How to enable notifications for August Smart Lock?""",0.0,0.4849681854248047,0.0,5.6,235,40,0.0,-20,0.0,-20.0,0.0,0.0,1.8145010471343994,1.6533470756268602,6.0,2074,436,0.0,-11,0.0,-11.0,0.0
"""How to remove a user from August Smart Lock access?""",0.0,0.47562217712402344,0.0,5.45,233,43,0.0,-18,0.0,-18.0,0.0,0.0,1.8171000480651855,1.6509822908187577,6.3,1966,426,0.0,-11,0.0,-11.0,0.0
"""Why does August Smart Lock take longer to respond to commands?""",0.0,0.5148537158966064,0.0,5.15,306,53,0.0,0,0.0,0.0,0.0,0.0,1.8299307823181152,2.1858750279793666,6.0,2303,424,0.0,-21,0.0,-21.0,0.0
"""What if August Smart Lock doesnt lock when using HomeKit automation?""",0.0,0.49697422981262207,2.012176768956668,5.65,282,51,0.0,-15,0.0,-15.0,0.0,0.0,1.9866316318511963,2.0134583260775973,6.0,2451,469,0.0,-3,0.0,-3.0,0.0
"""How to reset Yale Assure Lock to factory settings?""",0.0,0.5645475387573242,1.7713300144754494,5.699999999999999,339,67,0.0,-4,0.0,-4.0,0.0,0.0,1.9185316562652588,2.0849278076477407,5.9,2062,452,-0.0625,-19,0.0,-19.0,0.0
"""How to fix Yale Assure Lock that wont unlock remotely?""",0.0,0.5415022373199463,1.8467144382419995,5.4,283,57,0.0,-6,0.0,-6.0,0.0,0.0,2.233530282974243,2.23860855530503,6.2,2822,518,0.0,-21,0.0,-21.0,0.0
"""Why does Yale Assure Lock drain batteries quickly?""",0.0,0.5208442211151123,1.919959864118526,5.300000000000001,266,56,0.0,-20,0.0,-20.0,0.0,0.0,1.9287066459655762,1.0369643326446647,6.199999999999999,2487,445,0.0,-1,0.0,-1.0,0.0
"""How to connect Yale Assure Lock to a new Wi-Fi network?""",0.0,0.5215067863464355,1.9175205887646949,5.6,248,60,0.0,-21,0.0,-21.0,0.0,0.0,1.3128020763397217,2.2851883418445293,5.95,1408,300,0.0,-1,0.0,-1.0,0.0
"""How to enable auto-unlock for Yale Assure Lock?""",0.0,0.6692745685577393,1.4941550851903005,5.65,446,96,0.0,-21,0.0,-21.0,0.0,0.0,1.210740327835083,2.4778228089297274,5.9,1264,282,0.0,-21,0.0,-21.0,0.0
"""How to fix Yale Assure Lock if the LED indicator doesnt light up?""",0.0,0.42302727699279785,0.0,5.6,169,31,0.0,0,0.0,-26.0,0.0,0.0,2.0856902599334717,1.4383727333011596,5.95,2588,482,0.0,0,0.0,0.0,0.0
"""How to fix Schlage Sense that wont connect to Bluetooth?""",0.0,0.5395793914794922,1.8532953922829873,5.6,316,63,0.0,-21,0.0,-21.0,0.0,0.0,2.515784978866577,1.9874512496102221,6.1,2869,570,0.0,-7,0.0,-7.0,0.0
"""What if Schlage Sense is not responding to app commands?""",0.0,0.5428922176361084,0.0,5.550000000000001,289,52,0.0,-11,0.0,-11.0,0.0,0.0,1.9898390769958496,2.01021280878633,5.2,2384,473,0.0,-5,0.0,-5.0,0.0
"""Why is Schlage Sense blinking red?""",0.0,0.4837832450866699,2.067041407810517,5.5,240,40,0.0,-21,0.0,-21.0,0.0,0.0,1.9253602027893066,1.5581500000131803,5.5,2359,454,0.0,0,0.0,0.0,0.0
"""How to fix Schlage Sense that wont unlock remotely?""",0.0,0.5629055500030518,1.7764969629339575,5.5,330,67,0.0,-5,0.0,-5.0,0.0,0.0,2.4807872772216797,2.0154892142140417,6.05,2990,575,0.0,-20,0.0,-20.0,0.0
"""What if Schlage Sense disconnects frequently from the Wi-Fi bridge?""",0.0,0.48053765296936035,2.0810023810261002,5.55,228,46,0.0,-11,0.0,-11.0,0.0,0.0,1.784102201461792,2.242024025710266,5.95,2269,413,0.0,-1,0.0,-1.0,0.0
"""What if Schlage Sense wont lock after door is closed?""",0.0,0.5855000019073486,3.4158838488191465,5.75,358,65,0.0,0,0.0,-27.0,0.0,0.0,2.107253074645996,1.4236543470243093,5.95,2592,493,0.0,-8,0.0,-8.0,0.0
"""How to fix Schlage Sense if it wont connect to the Wi-Fi bridge?""",0.0,0.49140214920043945,2.034993134704504,5.45,230,48,0.0,0,0.0,-28.0,0.0,0.0,2.670762538909912,1.4976996051594085,6.25,3174,638,0.0,-21,0.0,-21.0,0.0
"""Why does Schlage Sense not follow the set schedule?""",0.0,0.5389227867126465,1.8555533828861652,5.65,299,58,0.0,-21,0.0,-21.0,0.0,0.0,2.095986843109131,1.9084089259184374,5.95,2727,482,0.0,0,0.0,0.0,0.0
"""What if Schlage Sense doesnt lock when using HomeKit automation?""",0.0,0.5747330188751221,1.7399383142439786,5.449999999999999,361,64,0.0,-28,0.0,-28.0,0.0,0.0,2.2277591228485107,1.7955262572939434,6.25,2699,511,0.0,-4,0.0,-4.0,0.0
"""How to fix Arlo Pro camera that wont sync with the base station?""",0.0,0.6134781837463379,3.2600996302562857,5.45,363,74,0.0,-9,0.0,-9.0,0.0,0.0,2.552313804626465,1.959006761212128,6.25,3076,617,0.0,-14,0.0,-14.0,0.0
"""How to fix Arlo Pro camera that wont charge?""",0.0,0.5715968608856201,1.7494847652761978,5.45,329,64,0.0,-28,0.0,-28.0,0.0,0.0,2.4100749492645264,2.074624277359024,6.25,2974,572,0.0,-6,0.0,-6.0,0.0
"""Why does Arlo Pro take longer to respond to commands?""",0.0,0.49750494956970215,2.0100302536969776,5.4,276,46,0.0,-15,0.0,-15.0,0.0,0.0,1.7756435871124268,2.2527043315628243,6.050000000000001,2243,405,0.0,0,0.0,0.0,0.0
"""What if Arlo Pro doesnt record video when motion is detected?""",0.0,0.5954155921936035,1.679499181937405,5.9,345,70,0.0,-10,0.0,-10.0,0.0,0.0,2.082747220993042,1.4404052348559757,6.0,2641,485,0.0,-19,0.0,-19.0,0.0
"""How to fix Nest Cam that wont connect to Wi-Fi?""",0.0,0.5762667655944824,0.0,5.7,343,66,0.0,-8,0.0,-8.0,0.0,0.0,2.032447099685669,1.9680709036015016,5.95,2354,490,0.0,-21,0.0,-21.0,0.0
"""Why does Nest Cam have delayed notifications?""",0.0,0.5004684925079346,0.0,5.3,283,45,0.0,-21,0.0,-21.0,0.0,0.0,1.6650307178497314,1.8017685606859364,6.3,2255,382,0.0,-14,0.0,-14.0,0.0
"""How to fix Nest Cam that stops recording clips?""",0.0,0.5073564052581787,3.942002070486729,5.65,271,51,0.0,-13,0.0,-13.0,0.0,0.0,2.314275026321411,1.2963022829523754,5.95,2904,536,0.0,0,0.0,0.0,0.0
"""What if Nest Cam keeps disconnecting from Wi-Fi?""",0.0,0.42891383171081543,0.0,5.5,183,29,0.0,-21,0.0,-21.0,0.0,0.0,1.9442994594573975,1.0286481283887865,5.95,2393,454,0.0,-21,0.0,-21.0,0.0
"""Why does Nest Cam have poor video quality?""",0.0,0.43946242332458496,2.2755074084305433,5.55,194,34,0.0,-6,0.0,-6.0,0.0,0.0,2.2928977012634277,2.180646784740512,6.05,2861,532,0.0,-10,0.0,-10.0,0.0
"""How to fix Ring Stick Up Cam that stops recording events?""",0.0,0.5404016971588135,1.8504753135667007,5.5,289,55,0.0,-7,0.0,-7.0,0.0,0.0,2.189847230911255,1.8266114382487795,6.0,2738,509,0.0,-21,0.0,-21.0,0.0
"""How to fix Ring Stick Up Cam if night vision is not working?""",0.0,0.5675308704376221,3.5240373769578484,5.4,322,63,0.0,-1,0.0,-1.0,0.0,0.0,2.0388967990875244,1.961845249739982,5.6,2435,470,0.0,-7,0.0,-7.0,0.0
"""How to fix Ring Stick Up Cam that wont charge?""",0.0,0.5030627250671387,1.987823685139126,5.35,258,44,0.0,-6,0.0,-6.0,0.0,0.0,2.030808925628662,1.4772438520140079,6.25,2498,469,0.0,0,0.0,-23.0,0.0
"""What if Ring Stick Up Cam fails to detect people or animals?""",0.0,0.6586275100708008,0.0,5.5,373,103,0.0,0,0.0,-28.0,0.0,0.0,2.1032674312591553,1.9018028523384394,6.2,2701,488,0.0,-22,0.0,-22.0,0.0
"""How to integrate Ring Stick Up Cam with Google Home?""",0.0,0.5271995067596436,1.8968151281958656,5.35,280,56,0.0,-17,0.0,-17.0,0.0,0.0,2.222533941268921,1.7997475429851826,5.95,2385,529,0.0,0,0.0,0.0,0.0
"""How to remove a user from Ring Stick Up Cam access?""",0.0,0.5590553283691406,1.7887317216331748,5.65,282,66,0.0,-3,0.0,-3.0,0.0,0.0,1.7549092769622803,2.2793201064637656,6.05,1936,402,0.0,-21,0.0,-21.0,0.0
"""How to fix Ring Video Doorbell that wont charge?""",0.0,0.6579959392547607,1.5197662179065725,5.800000000000001,434,84,0.0,-2,0.0,-2.0,0.0,0.0,2.131117343902588,1.4077122541297482,5.95,2556,490,0.0,-1,0.0,-1.0,0.0
"""What if Ring Video Doorbell fails to detect people or animals?""",0.0,0.6213176250457764,1.6094827503537443,5.45,340,97,0.0,-21,0.0,-21.0,0.0,0.0,2.1177358627319336,1.8888096813171602,6.25,2653,487,0.0,-21,0.0,-21.0,0.0
"""Why does Ring Video Doorbell take longer to respond to commands?""",0.0,0.47896718978881836,2.0878256826735897,5.3,267,43,0.0,-13,0.0,-13.0,0.0,0.0,1.9801809787750244,2.0200173837015125,6.05,2521,461,0.0,-2,0.0,-2.0,0.0
"""How to change Wi-Fi network for Nest Hello?""",0.0,0.4907236099243164,2.037806984987254,5.55,209,45,0.0,-21,0.0,-21.0,0.0,0.0,1.500544786453247,1.999273881782939,5.95,1745,348,0.0,-11,0.0,-11.0,0.0
"""Why does Nest Hello have delayed notifications?""",0.0,0.4891622066497803,0.0,5.35,264,43,0.0,-3,0.0,-3.0,0.0,0.0,1.4572787284851074,2.058631572231992,6.1,1867,321,0.0,0,0.0,-23.0,0.0
"""How to add Nest Hello to Google Home?""",0.0,0.858436107635498,2.3298181218267504,5.85,666,133,0.0,0,0.0,-27.0,0.0,0.0,1.1340689659118652,1.76356117671635,5.9,1230,253,0.0,0,0.0,-24.0,0.0
"""How to enable motion detection notifications for Nest Hello?""",0.0,0.6204211711883545,1.6118083109312515,4.65,431,80,0.0,-21,0.0,-21.0,0.0,0.0,0.8259882926940918,2.4213418249253564,6.1,898,176,0.0,-21,0.0,-21.0,0.0
"""How to fix Nest Hello that wont sync with the app?""",0.0,0.5133049488067627,1.9481596706307398,5.4,256,53,0.0,0,0.0,-25.0,0.0,0.0,2.217287063598633,2.255007969912592,6.15,2808,519,0.0,-16,0.0,-16.0,0.0
"""How to fix Nest Hello if the motion sensor is not working?""",0.0,0.5040349960327148,1.9839892227129892,5.3,297,53,0.0,-18,0.0,-18.0,0.0,0.0,2.3229007720947266,1.7219848768630517,6.2,2879,534,0.0,-4,0.0,-4.0,0.0
"""Why does Nest Hello take longer to respond to commands?""",0.0,0.4904768466949463,2.0388322236579586,5.199999999999999,280,45,0.0,-20,0.0,-20.0,0.0,0.0,0.9837846755981445,1.0164825950262815,5.95,1233,212,0.0,-8,0.0,-8.0,0.0
"""How to fix Nest Hello if it fails to send motion alerts?""",0.0,0.6624979972839355,1.5094385252508913,5.5,428,89,0.0,-20,0.0,-20.0,0.0,0.0,2.158656120300293,1.8530047293699887,6.2,2689,501,0.0,-20,0.0,-20.0,0.0
"""How to disable specific motion zones for Nest Hello?""",0.0,0.4783196449279785,2.090652162425113,5.35,231,44,0.0,0,0.0,0.0,0.0,0.0,0.9932861328125,1.0067592478819998,6.1,1079,224,0.0,0,0.0,-23.0,0.0
"""Why is Eufy Video Doorbell battery draining quickly?""",0.0,0.438875675201416,2.278549613265753,5.25,180,36,0.0,-5,0.0,-5.0,0.0,0.0,1.7742972373962402,1.6908102750599878,6.050000000000001,2296,409,0.0,0,0.0,0.0,0.0
"""How to change Wi-Fi network for Eufy Video Doorbell?""",0.0,0.5359177589416504,1.86595794469272,4.800000000000001,248,62,0.0,-6,0.0,-6.0,0.0,0.0,2.3502004146575928,1.7019825096842585,5.85,2518,559,0.0,-20,0.0,-20.0,0.0
"""Why does Eufy Video Doorbell have delayed notifications?""",0.0,0.4678354263305664,4.2750075933448395,5.15,259,40,0.0,-21,0.0,-21.0,0.0,0.0,1.7604098320007324,1.7041486280445095,5.9,2245,403,0.0,-19,0.0,-19.0,0.0
"""How to fix Eufy Video Doorbell that wont sync with the app?""",0.0,0.36354994773864746,2.7506536755658697,5.1,93,19,0.0,0,0.0,-27.0,0.0,0.0,2.2652883529663086,1.7657796168695554,5.9,2485,529,0.0,-6,0.0,-6.0,0.0
"""How to fix Eufy Video Doorbell if the motion sensor is not working?""",0.0,0.7208707332611084,2.774422525037061,5.5,485,97,0.0,0,0.0,0.0,0.0,0.0,3.011526107788086,1.6602877813572798,5.95,3575,711,0.0,-21,0.0,-21.0,0.0
"""How to fix Eufy Video Doorbell that has audio delay issues?""",0.0,0.5444598197937012,3.6733656503003336,5.4,294,57,0.0,-28,0.0,-28.0,0.0,0.0,2.0908689498901367,1.913080205342761,5.949999999999999,2506,493,0.0,-10,0.0,-10.0,0.0
"""How to add family profiles to Samsung Family Hub Refrigerator?""",0.0,0.9728140830993652,1.0279456448820659,5.65,888,161,0.0,-1,0.0,-1.0,0.0,0.0,2.183596611022949,1.8318401758861247,5.9,2634,521,0.0,-12,0.0,-12.0,0.0
"""Why is Samsung Family Hub Refrigerators water dispenser leaking?""",0.0,0.5299415588378906,1.8870005254821562,5.5,359,55,0.0,-16,0.0,-16.0,0.0,0.0,1.6607706546783447,2.4085203990882342,5.800000000000001,2025,390,0.0,-23,0.0,-23.0,0.0
"""How to reset LG ThinQ Washer/Dryer to factory settings?""",0.0,0.4875953197479248,2.0508810472505496,5.25,229,43,0.0,-21,0.0,-21.0,0.0,0.0,2.2769227027893066,2.19594630677354,5.949999999999999,2481,551,0.0,-16,0.0,-16.0,0.0
"""How to update firmware on LG ThinQ Washer/Dryer?""",0.0,0.5022099018096924,1.9911992901685776,5.35,265,56,0.0,-12,0.0,-12.0,0.0,0.0,2.18605637550354,1.372334233287597,5.9,2364,538,0.0,0,0.0,0.0,0.0
"""How to connect LG ThinQ Washer/Dryer to Google Assistant?""",0.0,0.531266450881958,0.0,5.300000000000001,239,59,0.0,-10,0.0,-10.0,0.0,0.0,1.3907322883605957,1.4380912967508268,5.9,1684,322,0.0,0,0.0,-23.0,0.0
"""How to add family members to control LG ThinQ Washer/Dryer?""",0.0,0.5753481388092041,1.7380781001026382,4.7,289,71,0.0,0,0.0,0.0,0.0,0.0,2.0366382598876953,0.9820104234457745,5.9,2298,485,0.0,-12,0.0,-12.0,0.0
"""How to reset Apple Watch to factory settings?""",0.0,0.45099329948425293,0.0,5.25,178,37,0.0,-15,0.0,-15.0,0.0,0.0,1.259385347366333,2.382114422939579,5.85,1352,286,0.0,-11,0.0,-11.0,0.0
"""How to update the Apple Watch firmware?""",0.0,0.6321284770965576,1.5819568904648202,5.5,428,86,0.0,-9,0.0,-9.0,0.0,0.0,1.6452672481536865,2.4312159647555203,5.1,1981,381,0.0,-20,0.0,-20.0,0.0
"""What if the Apple Watch screen is unresponsive?""",0.0,0.42464470863342285,2.3549098332515586,5.25,171,27,0.0,-21,0.0,-21.0,0.0,0.0,1.9347081184387207,1.5506214975833497,5.9,2325,452,0.0,-21,0.0,-21.0,0.0
"""How to enable Fall Detection on Apple Watch?""",0.0,0.4263908863067627,2.3452658865754756,5.0,152,29,0.0,-10,0.0,-10.0,0.0,0.0,0.9168624877929688,1.0906760973570275,5.8,944,192,0.0,-11,0.0,-11.0,0.0
"""How to fix Apple Watch that wont turn on?""",0.0,0.5161440372467041,1.9374436743151122,5.35,263,45,0.0,-25,0.0,-25.0,0.0,0.0,1.8883419036865234,1.5886953491547593,5.85,2209,436,0.0,-15,0.0,-15.0,0.0
"""How to enable always-on display on Apple Watch?""",0.0,0.4302639961242676,2.3241544935428795,5.2,158,31,0.0,-12,0.0,-12.0,0.0,0.0,1.4258370399475098,1.4026848398289964,5.8,1435,321,0.0,-8,0.0,-8.0,0.0
"""How to use Siri on Apple Watch?""",0.0,0.5306873321533203,1.8843487293007055,5.25,223,42,0.0,-15,0.0,-15.0,0.0,0.0,0.8860094547271729,1.1286561273884608,5.65,908,180,0.0,0,0.0,0.0,0.0
"""How to enable sleep tracking on Apple Watch?""",0.0,0.4696519374847412,2.1292363986714737,5.1,161,32,0.0,-21,0.0,-21.0,0.0,0.0,0.6551806926727295,1.52629650290779,5.800000000000001,608,122,0.0,-13,0.0,-13.0,0.0
"""How to fix Samsung Galaxy Watch that wont connect to a phone?""",0.0,0.49221324920654297,2.0316397447876695,5.35,254,46,0.0,-14,0.0,-14.0,0.0,0.0,2.4309885501861572,2.056776449899824,5.85,2951,566,0.0,0,0.0,0.0,0.0
"""What if the Samsung Galaxy Watch screen is unresponsive?""",0.0,0.4813060760498047,0.0,5.35,224,39,0.0,-2,0.0,-2.0,0.0,0.0,1.9189355373382568,2.0844889899471504,5.85,2345,439,0.0,0,0.0,-23.0,0.0
"""How to fix Samsung Galaxy Watch that wont charge?""",0.0,0.5258090496063232,1.901831093912589,5.4,321,55,0.0,-21,0.0,-21.0,0.0,0.0,2.286745309829712,1.749210978068119,5.9,2856,545,0.0,-5,0.0,-5.0,0.0
"""How to share activity data with friends on Samsung Galaxy Watch?""",0.0,0.4336562156677246,2.305974096230432,5.3,206,33,0.0,0,0.0,-28.0,0.0,0.0,1.3709583282470703,1.4588335464275242,5.85,1433,300,0.0,0,0.0,0.0,0.0
"""How to reset Fitbit Versa to factory settings?""",0.0,0.6513893604278564,1.5351801253589001,5.4,354,78,0.0,-14,0.0,-14.0,0.0,0.0,1.3870806694030762,2.1628158088952523,5.9,1537,318,0.0,-14,0.0,-14.0,0.0
"""How to share activity data with friends on Fitbit Versa?""",0.0,0.41532278060913086,2.4077658310301353,5.1,159,28,0.0,-21,0.0,-21.0,0.0,0.0,1.321230411529541,1.5137405122893706,5.949999999999999,1384,298,0.0,0,0.0,-23.0,0.0
"""How to manage notifications on Fitbit Versa?""",0.0,0.5517125129699707,1.8125381906165317,5.4,289,64,0.0,-15,0.0,-15.0,0.0,0.0,1.8735218048095703,2.1350165179457226,5.9,2204,441,0.0,0,0.0,-23.0,0.0
"""How to enable swim tracking on Fitbit Versa?""",0.0,0.45873188972473145,2.1799225700204854,5.25,176,39,0.0,-21,0.0,-21.0,0.0,0.0,1.0984134674072266,1.8208079738125604,5.85,1128,242,0.0,-21,0.0,-21.0,0.0
"""What if the Fitbit Charge screen is unresponsive?""",0.0,0.6589901447296143,1.517473376493959,5.5,499,82,0.0,-14,0.0,-14.0,0.0,0.0,1.8529424667358398,1.6190464916500127,5.949999999999999,2144,425,0.0,-11,0.0,-11.0,0.0
"""How to use Fitbit Charge to find your phone?""",0.0,0.5100829601287842,0.0,5.25,266,48,0.0,0,0.0,0.0,0.0,0.0,2.0887844562530518,2.3937366945789194,5.9,2302,495,0.0,-21,0.0,-21.0,0.0
"""How to set reminders to move on Fitbit Charge?""",0.0,0.5328099727630615,1.8768417468112717,5.4,249,58,0.0,-17,0.0,-17.0,0.0,0.0,1.9068973064422607,2.0976483560425767,5.85,2082,436,0.0,0,0.0,0.0,0.0
"""How to track workouts using Xiaomi Mi Band?""",0.0,0.45447611808776855,0.0,5.25,159,36,0.0,-21,0.0,-21.0,0.0,0.0,2.1743409633636475,1.8396378798901585,5.9,2511,512,0.0,-21,0.0,-21.0,0.0
"""How to fix Xiaomi Mi Band that wont turn on?""",0.0,0.5228428840637207,1.9126204649233165,5.35,277,57,0.0,0,0.0,-28.0,0.0,0.0,1.9854962825775146,2.5182620808073977,6.0,2324,446,0.0,-4,0.0,-4.0,0.0
"""How to enable GPS tracking on Xiaomi Mi Band?""",0.0,0.48483943939208984,0.0,5.35,224,41,0.0,-20,0.0,-20.0,0.0,0.0,0.9290430545806885,1.076376380048853,5.85,991,208,0.0,-6,0.0,-6.0,0.0
"""How to update firmware on Withings Body+ Smart Scale?""",0.0,0.640754222869873,1.5606608030145974,5.45,415,84,0.0,-21,0.0,-21.0,0.0,0.0,1.3724937438964844,2.185802313007509,5.85,1575,317,0.0,-22,0.0,-22.0,0.0
"""How to replace batteries on Withings Body+ Smart Scale?""",0.0,0.5237846374511719,1.9091816149195713,5.4,268,55,0.0,0,0.0,0.0,0.0,0.0,1.4673411846160889,2.0445142761974786,5.85,1791,337,0.0,-21,0.0,-21.0,0.0
"""How to troubleshoot Withings Body+ Smart Scale showing inconsistent measurements?""",0.0,0.4750950336456299,2.1048420403956585,5.15,256,45,0.0,-4,0.0,-4.0,0.0,0.0,2.0824718475341797,1.4405957053164313,5.85,2619,480,0.0,-22,0.0,-22.0,0.0
"""How to update personal information on Withings Body+ Smart Scale?""",0.0,0.4633769989013672,2.1580699999568753,5.2,243,38,0.0,-13,0.0,-13.0,0.0,0.0,1.254558801651001,2.3912789070177745,5.7,1403,283,0.0,-21,0.0,-21.0,0.0
"""How to reset Kinsa Smart Thermometer to factory settings?""",0.0,0.3896603584289551,0.0,5.15,118,24,0.0,-21,0.0,-21.0,0.0,0.0,1.1549773216247559,1.7316357321956226,5.9,1198,264,0.0,0,0.0,0.0,0.0
"""How to fix Oura Ring showing incorrect readings?""",0.0,0.549053430557251,1.8213163680390856,5.4,428,60,0.0,-17,0.0,-17.0,0.0,0.0,2.4832677841186523,2.0134759658126393,5.8,3114,581,0.0,-21,0.0,-21.0,0.0
"""How to change temperature units on Oura Ring?""",0.0,0.5770113468170166,1.7330681719093008,5.449999999999999,389,64,0.0,-12,0.0,-12.0,0.0,0.0,0.8445048332214355,2.36825169178944,5.8,925,186,0.0,-21,0.0,-21.0,0.0
"""How to view historical health data on Oura Ring?""",0.0,0.4940009117126465,2.0242877620047324,5.4,255,47,0.25,-21,1.0,-21.0,0.0,0.0,1.4690804481506348,1.3613958326916278,5.9,1678,326,-0.0625,-14,0.0,-14.0,0.0
"""How to delete data from Oura Ring?""",0.0,0.4665067195892334,2.1435918455417933,5.3,211,43,0.0,-12,0.0,-12.0,0.0,0.0,1.604551076889038,1.8696818338854837,5.9,1846,379,0.0,-6,0.0,-6.0,0.0
"""How to enable bedtime reminders on Oura Ring?""",0.0,0.5252895355224609,0.0,5.35,242,59,0.0,-13,0.0,-13.0,0.0,0.0,0.7761197090148926,1.2884610304103257,5.8,773,167,0.0,0,0.0,0.0,0.0
"""How to enable readiness notifications on Oura Ring?""",0.0,0.7327079772949219,1.3648002082546227,5.45,536,108,0.0,-4,0.0,-4.0,0.0,0.0,1.3254375457763672,2.263403514983116,5.85,1489,298,0.0,-21,0.0,-21.0,0.0
"""How to reset Arlo Ultra to factory settings?""",0.0,0.49074530601501465,2.0377168925350757,5.15,229,40,0.0,-9,0.0,-9.0,0.0,0.0,1.6980855464935303,1.1777969632496375,5.75,1895,395,0.0,-21,0.0,-21.0,0.0
"""How to change video resolution on Arlo Ultra?""",0.0,0.5104773044586182,1.958950948974374,5.55,221,48,0.0,-1,0.0,-1.0,0.0,0.0,1.8473713397979736,1.6239290582088333,5.800000000000001,1963,408,0.0,-21,0.0,-21.0,0.0
"""How to add a new user to Arlo Ultra?""",0.0,0.7098507881164551,1.40874676304209,4.65,412,89,0.0,-23,0.0,-23.0,0.0,0.0,1.8458936214447021,2.1669721123307664,5.9,1982,432,0.0,-12,0.0,-12.0,0.0
